tx_title,phrase_id,v,sentence,translation
Niña-huérfana,T63_P564,t'oj,"xt'o'j chik ni'j,+",Tiró unos:
Niña-huérfana,T63_P575,ij,xij ch'ab'ej taq Marimar+,Fueron hablar a Marimar.
Niña-huérfana,T63_P575,ch'ab'e,xij ch'ab'ej taq Marimar+,Fueron hablar a Marimar.
Niña-huérfana,T63_P580,en,re ta' retam loke xen chawe ójor.+,Ella no savía loque te hizo antes.
Niña-huérfana,T63_P595,k'at,"Juntir, est xk'ataq li q'aaq'.+",Todos asta se quemaron en el fuego.
Niña-huérfana,T63_P601,kuy,"Noo kuy qamak,+",No perdonanos nuestros pecados.
Niña-huérfana,T63_P615,kuy,"Yoos kuy inmak,+",Dios perdona mi pecado.
Niña-huérfana,T63_P616,an,iin ta' wetam loke xinan chawe.+,Yo no savía lo que te hice.
Niña-huérfana,T63_P617,e,Noo esaj+,No sácalo.
Niña-huérfana,T63_P625,jut,"tijut jtzam li xoq'o'l,+",Metía su nariz en el lodo.
Niña-huérfana,T63_P635,i'j,Xi'j re kee.+,Le dijo que.
Niña-huérfana,T63_P636,en,Lonk'u xen taq chawe.+,Asi es como te hiceron.
Niña-huérfana,T63_P637,en,"Jilon xen taq chweyin ójor,+",Asi me hicieron a mi antes.
Niña-huérfana,T63_P642,en,"Tons ta' tzii xen taq chawe,+",Entonces no te hicieron bien.
Niña-huérfana,T63_P651,en,Loke xensaj re.+,Loque le hiceron a ella.
Niña-huérfana,T63_P654,en,I ri' li like xensaj rechaq ójor.+,Y eso es loque le hiceron antes.
Niña-huérfana,T63_P655,en,Xen man Angelika re...+,Loque hizo la Ángelica a ella.
Niña-huérfana,T63_P656,b'en,"Por es loke tb'ensaj ójor,+",Por eso loque se hace antes.
trtex57Usp04.,T57_P1,en,"If.Xen jun wunaq ójor,+",Hizo un hombre antes. (le sucedio a un señor antes)
trtex57Usp04.,T57_P2,pongamos,kabaal xb'ee pongamos.+,Cabal se fue pongamos.
trtex57Usp04.,T57_P7,q'ax,"Kaabal xq'ax re jun ab'aj,+",Cabal pasó serca de una piedra.
trtex57Usp04.,T57_P9,natun,"Kaas ri' chaq xnatun wi' man kumetz,+",Que si cuando sedio cuenta hay una gran culebra.
trtex57Usp04.,T57_P12,ij,"xij re,+",Dijo él.
trtex57Usp04.,T57_P21,q'i',In ta' chki' tinq'i' wi' man ab'aj chwij.+,Yo ya no agunto tener la piedra encima.
trtex57Usp04.,T57_P24,tok,"Xpet xtokech' jun nimlaj chee',+",Se fue a buscar un palo grande.
trtex57Usp04.,T57_P27,q'ax,xq'ax xkwin man kumetz xq'axch raalaj.+,Pasó pudo pasar la culebra debajo.
trtex57Usp04.,T57_P28,ij,"Kondee xij re,+",Cuando le dijo.
trtex57Usp04.,T57_P36,tij,Nej chak inatij+,Porque me vas a comer.
trtex57Usp04.,T57_P39,waj,"Per lori ti'niik chwaj atintija'n,+",Pero ahora carne quiero te voy acomer.
trtex57Usp04.,T57_P39,tij,"Per lori ti'niik chwaj atintija'n,+",Pero ahora carne quiero te voy acomer.
trtex57Usp04.,T57_P45,ya',Lajori tinya' jun oportunida chawe.+,Ahora te voy a dar una oportunidad a vos.
trtex57Usp04.,T57_P48,ij,nemoo tij... nemoo+,Que modo dice que modo dice.
trtex57Usp04.,T57_P59,ij,"xij man kumetz xij re man kwa'y,+","Le dijo la culebra, dijo al caballo."
trtex57Usp04.,T57_P59,ij,"xij man kumetz xij re man kwa'y,+","Le dijo la culebra, dijo al caballo."
trtex57Usp04.,T57_P66,ij,xkabaal xij resaj chralaj man ab'aj.+,Cabal me sacó debajo de la piedra.
trtex57Usp04.,T57_P70,ij,"pwes xpe man kwa'y xij re,+",Pues vino el caballo le dijo a él.
trtex57Usp04.,T57_P82,tij,antons tij mejor+,Entonces cómatelo mejor.
trtex57Usp04.,T57_P105,tij,A... tij iin tinya' premis chawe tatij.+,A cómatelo yo te doy permiso para que te lo comas.
trtex57Usp04.,T57_P112,k'ex,"Sol tren k'ex chwee,+",Solo me hace daño.
trtex57Usp04.,T57_P125,taq,cha' taq.+,Dijeron ellos.
trtex57Usp04.,T57_P141,tij,"I... i lajori tintija'n,+",Y ahora me lo voy a comer.
trtex57Usp04.,T57_P148,ya',ta' xya' pongam+,No dió pongamos.
trtex57Usp04.,T57_P148,pogam,ta' xya' pongam+,No dió pongamos.
trtex57Usp04.,T57_P149,ya',"ta' xya' permis re tijtij,+",No dió permiso para que se lo comiera.
trtex57Usp04.,T57_P154,taw,"xtaw taq lamaas wi' man ab'aj,+",Llegaron en donde esta la piedra.
trtex57Usp04.,T57_P156,ij,Kwand xij re cha'.+,Cuando les dijo dice.
trtex57Usp04.,T57_P157,ij,"Xpe man imul xij re, cha', man wun... man kumetz,+",Vino el conejo le dijo al hombre? dijo. a esa culebra.
trtex57Usp04.,T57_P171,me',xme' taq man palank.+,Fueron a traer la palanca.
trtex57Usp04.,T57_P189,a'n,"ta' ta'n gradeser man fabor,+",No agradeces el favor.
trtex57Usp04.,T57_P195,salbar,"Lajori xaatina' salbar,+",Ahora te salvó.
trtex57Usp04.,T57_P197,tij,"Si noo atijsaji'n,+",Si no te viaran comido.
trtex57Usp04.,T57_P199,tok,ltokon kesey inate' laj akinaq'.+,"En la casería aúnque me encuentres, en la siembra de frijol."
trtex57Usp04.,T57_P204,tij,"Si noo ya stuw atijsaji'n,+",Si no ya te viaran comido.
trtex57Usp04.,T57_P207,salbar,"Baay k'omo chawe xina, xina aan salbar,+",Baya gracias a vos que me salvastes.
Auxiliatura-Chipaj,T59_P2,chol,loke xqacholch.+,Lo que empezamos.
Auxiliatura-Chipaj,T59_P10,an,Ji'n re ch'imiyaal kla' kila' t'iqane' qaxumaan.+,Si de los mayor allí allí vamos hacer nuestra semana.
Auxiliatura-Chipaj,T59_P11,en,"Xensaj b'i ra qaaw,+",Nos hacen nuestras tortillas.
Auxiliatura-Chipaj,T59_P24,numrad,"ya wi' regidor numrad,+",Ya hay regidor nombrado.
Auxiliatura-Chipaj,T59_P25,wer,re regidor rechaq tb'i wer chi rchochaq.+,Para regidor ellos se van a dormir en sus casas.
Auxiliatura-Chipaj,T59_P36,b'an,wi' neen tb'ank juntir.+,Tienen que hacer todo.
Auxiliatura-Chipaj,T59_P42,ook,Xoj ook b'itik ra chótix.+,Empezamos a levantar la iglesia.
Auxiliatura-Chipaj,T59_P45,en,E.. xen taq pensar.+,"E, se pusieron a pensar."
Auxiliatura-Chipaj,T59_P45,pensar,E.. xen taq pensar.+,"E, se pusieron a pensar."
Auxiliatura-Chipaj,T59_P50,-an,xuqane' ra usilyatur chik niri.+,Venimos hacer la auxilitatura aquí.
Auxiliatura-Chipaj,T59_P54,kan,"Enfin xkanqane' bandonar Pinaal,+",En fin dejamos abandonado el Pinal.
Auxiliatura-Chipaj,T59_P56,oktorisar,Xoj ren oktorisar chi tqa'n ra q'atzij.+,Nos autorizo que hicieramos nuestra municipalidad.
Auxiliatura-Chipaj,T59_P58,b'an,tqatok i neen b'anik xqab'an ra prediy.+,Buscamos como hacer hizimos ese predio.
Auxiliatura-Chipaj,T59_P63,en,xen koom aldeya tb'enow mandar.+,"Se hizo, como es la aldea que manda."
Auxiliatura-Chipaj,T59_P63,b'en,xen koom aldeya tb'enow mandar.+,"Se hizo, como es la aldea que manda."
Auxiliatura-Chipaj,T59_P63,mandar,xen koom aldeya tb'enow mandar.+,"Se hizo, como es la aldea que manda."
Auxiliatura-Chipaj,T59_P75,sipa,fiin sipaj taq ni'j tra lamin chi qe.+,En fin nos regalaron algunas láminas.
Auxiliatura-Chipaj,T59_P77,b'it,"xb'itk,+",Se levanto.
Auxiliatura-Chipaj,T59_P78,numrar,xqa'an numrar+,Los nombramos.
Auxiliatura-Chipaj,T59_P79,numrar,xoj ren numrar.+,Nos nombraron.
Auxiliatura-Chipaj,T59_P85,i'j,"Tos xi'j jun wunaq chwe,+",Entoces me dijo un hombre ami.
Auxiliatura-Chipaj,T59_P98,q'ojoma,"A' atq'ojomani'n,+",A ejecutas marimba.
Auxiliatura-Chipaj,T59_P111,yek,"dyunabes chin kyekow awaldeya,)+","De una vez, quien levanta tu aldea. (otra parte que esta en quiché)"
Auxiliatura-Chipaj,T59_P115,cha',incha' iin re.+,Le dije yo a él.
Auxiliatura-Chipaj,T59_P118,win,"E... toos ya xojkwin chij loq'ik ra qaq'ojoom, qatijooj,+","E entonces ya pudimos comprar nuestra marimba, para aprender."
Auxiliatura-Chipaj,T59_P120,q'ojoma,Toos ooj chaq q'ojomaank jujun aq'ab' rk'ilaq.+,Entonces nosotros ya ejecutamos la marimba unas noches con ellos.
Auxiliatura-Chipaj,T59_P121,ya',"Tya'tqa' ra qakumb'al,+",Nos dan nuestro remedio.
Auxiliatura-Chipaj,T59_P126,alegrar,"Ri' chqaj tqa'an na alegrar qaldeya,+",Solo queremos hacer alegrar nuestra aldea.
Auxiliatura-Chipaj,T59_P131,taw,"Titaw aldeya,+",Llegan aldea.
Auxiliatura-Chipaj,T59_P132,taw,"titaw juntir kristyan taaw anm,+",Llegan todas las personas llegan mujeres.
Auxiliatura-Chipaj,T59_P135,miq',"I xmiq' ra aldeya,+",Y se calento la aldea. (se fue animando)
Auxiliatura-Chipaj,T59_P137,kobrar,kom ta' tqab'an kobrar.+,Como no cobramos.
Auxiliatura-Chipaj,T59_P138,taw,Juntir kristyan titawk+,Todas las personas llegan.
Auxiliatura-Chipaj,T59_P139,q'at,i ji' qe nonli xqab'it ra q'at... ra aldeya niri.+,Y solo asi levantamos nuestra aldea aquí.
Auxiliatura-Chipaj,T59_P144,en,"xen, xen trabajar.+",Que hizo trabajar.
Auxiliatura-Chipaj,T59_P144,en,"xen, xen trabajar.+",Que hizo trabajar.
Auxiliatura-Chipaj,T59_P144,trabajar,"xen, xen trabajar.+",Que hizo trabajar.
Auxiliatura-Chipaj,T59_P145,b'en,"Tb'ensaj,+",Que se hizo.
Auxiliatura-Chipaj,T59_P146,ye',tye'saj ayud re j... ji'nonli xb'it tra jun ra eskwel.+,Dieron ayuda para que asi se levantó la escuela.
Auxiliatura-Chipaj,T59_P157,en,"entons kwand xentaaj eskwela,+",Entonces cuando se termino de construir la escuela.
Auxiliatura-Chipaj,T59_P158,en,xentaaj chótix.+,Se termino de construir la iglesia.
Auxiliatura-Chipaj,T59_P159,q'ojoma,"Xooj q'ojomaani'n,+",Tocamos la marimba.
Auxiliatura-Chipaj,T59_P161,en,"I xentaaj eskwel,+",Y se termino la escuela.
Auxiliatura-Chipaj,T59_P166,en,"Kwand xentaaj ra eskwel,+",Cuando se termino la escuela.
Auxiliatura-Chipaj,T59_P167,en,xentaaj ra q'atzij tambyeen.+,Se termino el juzgado también.
Auxiliatura-Chipaj,T59_P173,taw,"Entons taw taq,+",Entonces llegaron.
Auxiliatura-Chipaj,T59_P176,cha',tche' re usiliya....+,Le decia al auxiliar.
Auxiliatura-Chipaj,T59_P181,oktorisar,aber si ooj ab'an oktorisar.+,Haber si nos vas a autirizar.
Auxiliatura-Chipaj,T59_P190,kobrar,ya kom ta' tren taq kobrar rechaq.+,Ya que como no cobran ellos.
Auxiliatura-Chipaj,T59_P193,iij,Entons xiij don Matey.+,Entonces dijo don Mateo.
Auxiliatura-Chipaj,T59_P196,agradeser,ta'an taq agradeser.+,Tienen que agradecer.
Auxiliatura-Chipaj,T59_P198,es,jun wen seen re jun ra esb' raj tewaq.+,Una buena cena y un refresco para que se les quite el frio.
Auxiliatura-Chipaj,T59_P199,kikotema,Kones kikotemal che'ch' don Matey rechaq yaq awsiliyar.+,Con eso es alegre dijo don Mateo a ellos los auxiliares.
Auxiliatura-Chipaj,T59_P199,che',Kones kikotemal che'ch' don Matey rechaq yaq awsiliyar.+,Con eso es alegre dijo don Mateo a ellos los auxiliares.
Auxiliatura-Chipaj,T59_P201,koj,I wi' naturaal koj taq retal.+,Y hay de nuestra gente indigenas le ponen importancia.
Auxiliatura-Chipaj,T59_P203,loq'a,ojloq'aj taq tya'tqa' qatrag laq'ab'.+,Nos adoran nos dan nuestro trago en la noche.
Auxiliatura-Chipaj,T59_P203,ya',ojloq'aj taq tya'tqa' qatrag laq'ab'.+,Nos adoran nos dan nuestro trago en la noche.
Auxiliatura-Chipaj,T59_P206,na',"Si noo xna'tqa' tamal,+",Si no hacen tamales.
Auxiliatura-Chipaj,T59_P207,na',xna'tqa' ale....+,Se alegraron.
Auxiliatura-Chipaj,T59_P212,miq',I usil ya lojori ya xmiq'i'n+,Y poco a poco ya ahora ya se calento.
Auxiliatura-Chipaj,T59_P232,-aaj,"laj kab' q'iij tqarayaaj jun raqaa,+",Al siguente dia deseamos un nuestro.
Auxiliatura-Chipaj,T59_P233,-aaj,qaaw tqarayaaj jun ra qlen.+,Nuestra comida deseamos una nuestras cosas.
Auxiliatura-Chipaj,T59_P235,pensar,tons xqab'an pensar+,Entonces nos pusimos a pensar.
Auxiliatura-Chipaj,T59_P236,chaa,nechaa ooj q'ojomaani'n.+,Por que nosotros ejecutamos la marimba.
Auxiliatura-Chipaj,T59_P236,q'ojoma,nechaa ooj q'ojomaani'n.+,Por que nosotros ejecutamos la marimba.
Auxiliatura-Chipaj,T59_P242,toj,baa lajori yaq regidor tichaq toj taq k'itjaa'.+,Baya ahora los regidores ya nos pagan un poco.
Auxiliatura-Chipaj,T59_P247,q'ojoma,entons ya lojori kita' chki' ooj q'ojománik.+,Entonces ya ahora ya no tocamos la marimba.
Auxiliatura-Chipaj,T59_P248,q'ojoma,Per paresk tzii ooj q'ojomank.+,Peroparese que tocamos muy bien la marimba nosotros.
Auxiliatura-Chipaj,T59_P252,q'ojoma,"diy las madr ooj b'i q'ojoman kib',+",Dia de las madres nos vamos a tocar dos.
Auxiliatura-Chipaj,T59_P254,kobrar,E tambyeen ta' tqab'an kobrar.+,E también no los cobramos.
Auxiliatura-Chipaj,T59_P264,toj,Entons lojori ooj chaq toj taq k'ítaja'.+,Entonces ahora ya nos pagan un poco.
Auxiliatura-Chipaj,T59_P266,aj,I ta' rajaq lojori jalan chaq aq'ojoom tijme' taq.+,Y no quieren ahora que sea otra marimba que van a traer.
Auxiliatura-Chipaj,T59_P270,seguir,Wetren taq seguir taweno.+,Si van a seguir esta bien.
Auxiliatura-Chipaj,T59_P273,lu,ri' chaq rechaq ti'lu taq.+,Ya son ellos los que miran.
Auxiliatura-Chipaj,T59_P277,q'ojoma,ooj q'ojomanik.+,Nosotros ejecutamos marimba. (tocamos)
Auxiliatura-Chipaj,T59_P281,q'ojoma,"Noo li xojq'ojomani'n,+",No nosotros estuvimos tocando marimba.
Auxiliatura-Chipaj,T59_P285,ta,"Entons oojtataq yaq mosib',+",Entonces nos oyen los ladinos.
Auxiliatura-Chipaj,T59_P286,kwin,chi oojkwin re q'ojomank.+,Que podemos tocar la marimba.
Auxiliatura-Chipaj,T59_P286,q'ojoma,chi oojkwin re q'ojomank.+,Que podemos tocar la marimba.
Auxiliatura-Chipaj,T59_P288,kwin,"oojkwini' re q'ojoman,+",Que podemos a tocar la marimba.
Auxiliatura-Chipaj,T59_P288,q'ojoma,"oojkwini' re q'ojoman,+",Que podemos a tocar la marimba.
Auxiliatura-Chipaj,T59_P289,en,entonse xen taq pormar chik tqab'an nim q'iij niri.+,Entonces formarón la fiesta de aquí.
Auxiliatura-Chipaj,T59_P289,pormar,entonse xen taq pormar chik tqab'an nim q'iij niri.+,Entonces formarón la fiesta de aquí.
Auxiliatura-Chipaj,T59_P290,qe,"Tons loke tren konbenir tqesaaj konbit,+",Entonces loque nos comviene que saquemos combite.
Auxiliatura-Chipaj,T59_P292,en,"Xen taq abiri...,+",Hicieron abrir. *
Auxiliatura-Chipaj,T59_P293,en,xen taq areglar resaaj kombite.+,Hicieron areglar de sacar comvite.
Auxiliatura-Chipaj,T59_P293,areglar,xen taq areglar resaaj kombite.+,Hicieron areglar de sacar comvite.
Auxiliatura-Chipaj,T59_P295,b'en,I ooj oojb'enow ensayar rechaq.+,Y nosotros los ensayamos a ellos.
Auxiliatura-Chipaj,T59_P295,ensayar,I ooj oojb'enow ensayar rechaq.+,Y nosotros los ensayamos a ellos.
Auxiliatura-Chipaj,T59_P298,b'an,"I kom xinb'an ra uch...,+",Y como hice micasita.
Auxiliatura-Chipaj,T59_P303,-te',yuqte' taq jaa chwe.+,Vienen a pedirme la casa.
Auxiliatura-Chipaj,T59_P309,na',"niri xna' komo kijab',+",Aquí hico como cuatro.
Auxiliatura-Chipaj,T59_P312,q'ojoma,ooj ojq'ojoman chi rijaq.+,Nosotros tocamos de tras de ellos.
Auxiliatura-Chipaj,T59_P313,q'ojoma,I ooj q'ojoman chi rijaq.+,Y nosotros tocamos de tras de ellos.
Auxiliatura-Chipaj,T59_P315,t'o,ta' len ojt'owk.+,No hay quien nos yude.
Auxiliatura-Chipaj,T59_P317,q'ojoma,konto ensay re ju'nj enter ojq'ojoman.+,Con todo ensayo de un dia entero que tocamos.
Auxiliatura-Chipaj,T59_P318,q'ojoma,Per ojkwin ojq'ojoman+,Pero podemos tocar la marimba.
Auxiliatura-Chipaj,T59_P320,q'ojoma,"Ooj ojq'ojoman,+",Nosotros tocamos la marimba.
Auxiliatura-Chipaj,T59_P322,ayudar,"Baay kom ya tchaq ren ayudar,+",Baya como ya nos esta ayudando.
Auxiliatura-Chipaj,T59_P323,na',ya q'ori xna' kambyar.+,Ya ahora cambio.
Auxiliatura-Chipaj,T59_P323,kambyar,ya q'ori xna' kambyar.+,Ya ahora cambio.
Auxiliatura-Chipaj,T59_P328,moles,"Ta' chki' tqa'an taq moles...,+",Ya no no los vamos a molestar.
Auxiliatura-Chipaj,T59_P329,deferensiyar,"niri tqatok chik tqa'an deferensiyar,+",Aquí buscamos para poder diferenciar.
Auxiliatura-Chipaj,T59_P335,ye',kom lojori chaq ye'saj ayud laq'titzij.+,Como ahora ya estan dando ayuda de parte de la municipalidad.
Auxiliatura-Chipaj,T59_P335,q't,kom lojori chaq ye'saj ayud laq'titzij.+,Como ahora ya estan dando ayuda de parte de la municipalidad.
Auxiliatura-Chipaj,T59_P336,e,Kla' chaq tb'i resaj taqch.+,Allí lo ban a sacar.
Auxiliatura-Chipaj,T59_P337,q'ojoma,Aj chi naaj chaq tyu q'ojoman.+,Gente de lejos vienen a tocar.
Auxiliatura-Chipaj,T59_P340,q'ojoma,xqak'uta'n ooj xoj q'ojomanik.+,Les enseñamos nosotros a tocar marimba.
Auxiliatura-Chipaj,T59_P341,iij,Xiij man frofesor Marktulyo+,Dijo el profesor Marco Tulio.
Auxiliatura-Chipaj,T59_P346,cha',tcha' re k'etz'en wunaq.+,Le decia al finado señor.
Auxiliatura-Chipaj,T59_P348,waaj,"iin chwaaj loke wi' laydey,+",Yo lo que quiero loque hay en la aldea.
Auxiliatura-Chipaj,T59_P351,k'utu,"tik'utunk,+",Se ve.
Auxiliatura-Chipaj,T59_P354,b'en,"I wi' ra, ra moyimiyento tqab'an ooj ojb'enowk.+",Y hay movimientos que hacemos nosotros.
Auxiliatura-Chipaj,T59_P355,b'en,Maa jweranta'n tyuq b'enowoq.+,No es un fuerano el que viene hacer.
Auxiliatura-Chipaj,T59_P356,mostrar,"Tons ri' li tren mostrar chuch kistyan,+",Entonces eso es lo que demuestra delante de la gente.
Auxiliatura-Chipaj,T59_P358,q'ojoma,Entons ooj dyakwerd aat q'ojoman taq.+,Entonces nosotros estamos de acuerdo que usdedes toquen.
Auxiliatura-Chipaj,T59_P363,kiyere,"Ya lq'ori ya, ya, ya kiyeresir+",Ya ahora ya ya ya quiere decir.
Auxiliatura-Chipaj,T59_P363,-sir,"Ya lq'ori ya, ya, ya kiyeresir+",Ya ahora ya ya ya quiere decir.
Auxiliatura-Chipaj,T59_P366,me',b'ij me'taqch aj San Pedro Karchaa.+,Se van a traer los de San Pedro Carcha.
Auxiliatura-Chipaj,T59_P368,toj,tichaq toj taq por miil chaq.+,Ya pagan por miles.
Auxiliatura-Chipaj,T59_P375,chaaku,usil xojchaakuni'n juntir.+,Poco a poco trabajamos todos.
Auxiliatura-Chipaj,T59_P377,kuxta,wet wee tkuxtaj jwi'laq+,Eso es si se acuerdan.
Auxiliatura-Chipaj,T59_P390,perder,Pero ta' xqab'an perder ooj.+,Pero no perdimos nosotros.
Auxiliatura-Chipaj,T59_P393,perder,Per ta' xqab'an perder+,Pero no hicimos perder.
Auxiliatura-Chipaj,T59_P423,asyendo,"la' a estan asyendo belorio,+",Ya estan haciendo velorio.
Auxiliatura-Chipaj,T59_P428,en,"E... per loke xen Diyoos lojori,+",E pero loque hizo Dios ahora.
Auxiliatura-Chipaj,T59_P431,ya',ya xa' kwent chaq sansonar ajsik.+,Ya se dieron cuenta que sonó alla arriba.
Auxiliatura-Chipaj,T59_P431,an,ya xa' kwent chaq sansonar ajsik.+,Ya se dieron cuenta que sonó alla arriba.
Auxiliatura-Chipaj,T59_P431,-sonar,ya xa' kwent chaq sansonar ajsik.+,Ya se dieron cuenta que sonó alla arriba.
Auxiliatura-Chipaj,T59_P441,yol,chak xinyolow e... nab'e re'.+,Solamente hable como el primero.
Auxiliatura-Chipaj,T59_P446,pongamos,Est lojori pongamos lq'ori ya xnimani' ra qachak.+,Este ahora pongamos ahora ya se creció nuestro trabajito.
Auxiliatura-Chipaj,T59_P447,k'utu,Ya xkutuni' ra qachak+,Ya se vio nuestro trabajo.
Auxiliatura-Chipaj,T59_P463,ya',xya'tqa' jun qadesayun.+,Nos dieron un desayuno.
[no title given],T22_P2,grabar,"Iv.byen qaaj Leandro loq' chaq atch'aw tqa'an grabar atziij ayolij. Lajorii tinb'iij jurel inyolj,+",Bien don Leandro ya puede comenzar su plática. Ahora boy a decir una mi palabrita.
[no title given],T22_P48,k'ex,"xk'ex taq chik jb'iij,+",Le cambiarón otra vez su nombre.
[no title given],T22_P49,koj,Xkajkoje' taq jb'iij+,Le dejaron puesto el nombre.
[no title given],T22_P53,koj,Xkaj koje' taq jb'iij ra uleew+,Dejarón puesto el nombre de la tierrita. (lugar)
[no title given],T22_P55,jeqar,lajori ri' li xkan jeqaroq jb'iij.+,Ahora eso es lo que quedó de una vez.
[no title given],T22_P64,koj,"lajori xkoj taq karretera chaq' jchii' ra ra uleew,+","Ahora pusierón carretera en las orillas de la tierrita,(metieron carretera)"
[no title given],T22_P65,chup,"i lajori xchupa'teqa' jwiich taq ra k'otob',+",Y ahora acabarón con los pocitos.
[no title given],T22_P66,muq,"ya xmuqa'teqa'n,+",Ya lo enterraron.
[no title given],T22_P69,ya',I xya'teqa' Eskweel chi jchi'+,Y pusierón escuela en la orilla.
[no title given],T22_P73,sutaj,I ya xsutájtaqa' riij la' jaa.+,Y ya lo rodearon con casas.
[no title given],T22_P85,koj,ajkojol na ritz'iqaq jwiilaq+,Todavía tienen puesto el traje.
[no title given],T22_P92,chup,"Mat tchup qayólj,+",Ojalá no muera nuestro idioma.
[no title given],T22_P107,tik,"ta' tikil jwi'laq,+",No lo han sembrado.
[no title given],T22_P119,tik,"Xtik taq ajiij,+",Sembrarón caña.
[no title given],T22_P122,tik,"xtik taq ek',+","Sembrarón gallinas, (tienen crianza de gallinas)"
[no title given],T22_P123,tik,xtik kirneer.+,Sembrarón ovejas. (tienen crianza de ovejas)
[no title given],T22_P129,tij,"per kita' qleen titijow re,+",Pero no avía nada quien lo comiera.
[no title given],T22_P131,qe,"xpe qawinaaq ya xqesajteqa' chee',+","Vino nuestra gente ya bajaron los árboles,( ya votaron los árboles)"
[no title given],T22_P142,k'ex,ya xk'exmaji'n.+,Ya camvió.
[no title given],T22_P160,chup,"Tra woron lajori xchupi jwiich,+","Esos montecitos ahora ya se apagarón, (ya desaparesierón)."
[no title given],T22_P163,chakú,"xchakuj taq b'ik,+","Lo trabajon, (lo hicieron desapareser)"
[no title given],T22_P164,tik,ya xtika'taqa' tiko'n chuch taq ra uleew.+,Ya sembraron siembra en la tierra.
[no title given],T22_P195,q'aax,"ójr taq tziij kita' tq'aax yajeel re ek',+",En aquellos tiempos no pasava la peste de gallinas.
[no title given],T22_P199,tik,"seb'laj wákx tikil jwi'laq,+","Muchas vacas tenían sembrado, (tenían muchas vacas)"
[no title given],T22_P205,ye',Ta' chiki' lamaas tye'sájw taq+,Ya no hay en donde ponerlos.
[no title given],T22_P209,q'ax,"mas yajeel tq'ax ya xk'exmaji'n,+",Pasa mucha enfermedad ya se camvió.
[no title given],T22_P209,k'ema,"mas yajeel tq'ax ya xk'exmaji'n,+",Pasa mucha enfermedad ya se camvió.
[no title given],T22_P212,loq',sol chaq loq'om chaq juntiir.+,Ya todo es comprado.
[no title given],T22_P228,b'an,xaq qawinaaq lamaas wi' tb'antaj taq.+,Solomante los que son capas.
[no title given],T22_P240,kwiin,kita' ooj kwiin r-e.+,No podemos nosotros. (no somos capaces)
[no title given],T22_P252,chep,xchep taq+,La agarrarón.
[no title given],T22_P257,ij,"xíj toke' taq,+",Lo fueron a buscar.
[no title given],T22_P257,tok,"xíj toke' taq,+",Lo fueron a buscar.
[no title given],T22_P262,ta',"ta' chiki' xta' taq ra ra ne',+",Ya no encontraron al nene.
[no title given],T22_P263,k'am,xk'amtaqa' b'ik laq k'iche'laaj.+,Se lo llevaron en las montañas.
[no title given],T22_P274,chap,xchapsaj xchapsaj sik' anm+,Agarraron a la pobre mujer.
[no title given],T22_P274,chap,xchapsaj xchapsaj sik' anm+,Agarraron a la pobre mujer.
[no title given],T22_P280,ta',kita' chiki' xta' taq.+,Ya no la encontraron.
[no title given],T22_P282,jam,"xjama' jq'iijaq chij tokiik sik' anm,+",Separaron su día para buscar a la señora.
[no title given],T22_P283,ta',"ta' chi' xta' taq sik' anm,+",Ya no encontraron a la señora.
[no title given],T22_P285,sach,ri' k'u li xsach sik' anm.+,Así fue como se desapareció la señora.
[no title given],T22_P293,iij,"i xiij taq,+",Y dijeron.
[no title given],T22_P294,il,xil anm b'esel ajwakténel+,Vió la señora que ivan los cazadores.
[no title given],T22_P297,k'am,"i xk'amtaqch,+",Y se la trageron.
[no title given],T22_P301,k'am,"xk'am taq b'i sik' anm,+",Se llevaron a la señora.
[no title given],T22_P306,k'is,xk'isi ritz'iiq chi riij laq k'iche'laaj.+,Se le acabó la ropa detras en las montañas. (se le terminó la ropa en la montañas)
[no title given],T22_P307,iij,Antos rik'u xiij ra richijil:+,Entonces le dijo a su esposo.
[no title given],T22_P328,taw,koom xkwin na xtaaw laj richooch.+,Como pudo llegar en su casa.
[no title given],T22_P330,taaw,xtaaw chi richooch sik' anm.+,Llegó otra vez en su casa la señora.
[no title given],T22_P336,k'am,ta' xk'amch por ke tra awajtqa'n.+,No los trajo porque son animalitos.
[no title given],T22_P343,taw,i xtaaw rik'i richijil.+,Y llegó con su esposo.
[no title given],T22_P344,ook,"Xook chijyoliik li,+",Empesó a contarlo.
[no title given],T22_P345,q'asa,"lo ke neen k'ex xq'asaaj,+",Los SUFrimientos que pasó.
[no title given],T22_P355,tzaq,"Seb'laj tzaqb'chool laq k'iche'laaj,+",Es espantoso en las montañas.
[no title given],T22_P359,raj,"re raj tpe cherchooch,+",Ella queria venir a su casa.
[no title given],T22_P368,k'is,"Per rik'uchiki' lajori ya xk'isi' alg k'iche'laaj,+",Pero ahora ya se terminó un poco las montañas.
[no title given],T22_P369,tzaq,"kom ya qawinaaq xtzaqatqa' b'i k'iche'laaj,+",Como ya nuestros semejantes ya botaron las montañas.
[no title given],T22_P371,chakú,"kom ya qawinaaq xchakujtaqa'n,+",Como nuetros semejantes ya lo traabajaron.
[no title given],T22_P372,tik,xtika'teqa'n+,Ya lo sembraron.
[no title given],T22_P373,tik,xtika'teqa ab'iix.+,Ya sembraron milpa.
[no title given],T22_P374,tik,"Xtika'teqa saqwech,+",Ya sembraron papa.
